,name,year,quarter,sector,Relative Return,자본금 변화율,금리 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,Label,Code
2,경방,2024,Q2,경기소비재,-0.13327121036347922,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.09305574478690715,000050
2,한국타이어월드와이드,2024,Q2,경기소비재,0.09538229206225915,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.19368652376094134,000240
2,기아차,2024,Q2,경기소비재,-0.05148340048672804,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.008185102997293248,000270
2,SK네트웍스,2024,Q2,경기소비재,-0.09550006237416975,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.055118807849970204,001740
2,넥센타이어,2024,Q2,경기소비재,-0.059813922467930936,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.06307670554421868,002350
2,일신방직,2024,Q2,경기소비재,-0.05827210542631262,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.056100288000886185,003200
2,쌍용차,2024,Q2,경기소비재,0.0742337270953753,0.002394131632190488,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.23598202204396315,003620
2,한솔홀딩스,2024,Q2,경기소비재,-0.027240306551944433,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.0762286171940744,004150
2,신세계,2024,Q2,경기소비재,-0.12217443616993082,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.003861300342462695,004170
2,세방전지,2024,Q2,경기소비재,-0.19530655962127325,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.11703516430400196,004490
2,조광피혁,2024,Q2,경기소비재,0.12036176735257406,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.06160287972221213,004700
2,현대차,2024,Q2,경기소비재,0.03366427350748853,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.06868763606849002,005380
2,에스엘,2024,Q2,경기소비재,0.09461106231949516,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.023345401344898015,005850
2,동아타이어,2024,Q2,경기소비재,0.1568940138694083,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.09217306444204192,007340
2,서연,2024,Q2,경기소비재,-0.13544888411945763,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.04746867680692318,007860
2,호텔신라,2024,Q2,경기소비재,-0.14890016019037375,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.099504764767233,008770
2,한샘,2024,Q2,경기소비재,-0.17699504045135955,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.06277177162323685,009240
2,모토닉,2024,Q2,경기소비재,0.09813694107557816,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.0906795979979163,009680
2,화신,2024,Q2,경기소비재,-0.0842429660233988,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.10983501151561387,010690
2,현대위아,2024,Q2,경기소비재,-0.08509302932598516,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.09028552505436271,011210
2,현대모비스,2024,Q2,경기소비재,0.007570057222139666,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.2776062035025035,012330
2,에스원,2024,Q2,경기소비재,-0.07156628569971138,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.23712742937472076,012750
2,한온시스템,2024,Q2,경기소비재,-0.2577941544797899,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.14113686012277532,018880
2,대교,2024,Q2,경기소비재,-0.12218991005774513,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.16670113485782911,019680
2,한섬,2024,Q2,경기소비재,-0.07871344399903141,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.004229882866215964,020000
2,코웨이,2024,Q2,경기소비재,0.05786302301221821,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.1465639415082186,021240
2,롯데쇼핑,2024,Q2,경기소비재,-0.10894297841541659,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.12026107694947899,023530
2,삼성물산,2024,Q2,경기소비재,-0.023399567059983174,-0.010942922248395659,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.06073764945061921,028260
2,세종공업,2024,Q2,경기소비재,-0.14839286620406053,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.07130404357288123,033530
2,강원랜드,2024,Q2,경기소비재,-0.025792270564835275,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.2717518773835922,035250
2,한라홀딩스,2024,Q2,경기소비재,0.018583273081170498,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.16728405528919024,060980
2,S&T모티브,2024,Q2,경기소비재,-0.052887440766733185,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.09722585648681602,064960
2,현대백화점,2024,Q2,경기소비재,-0.03313095790906125,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.023982151713314068,069960
2,금호타이어,2024,Q2,경기소비재,-0.342100836300572,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.013939278525700122,073240
2,현대리바트,2024,Q2,경기소비재,-0.03549681810011563,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.03800043498837377,079430
2,베이직하우스,2024,Q2,경기소비재,-0.20518719268684707,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.06665418021645504,084870
2,LF,2024,Q2,경기소비재,-0.09617443616993082,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.12498653065568868,093050
2,한세실업,2024,Q2,경기소비재,-0.0741090340188332,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.16171276521896735,105630
2,영원무역,2024,Q2,경기소비재,0.02463774657118593,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.13933621660866335,111770
2,GKL,2024,Q2,경기소비재,-0.19703730763539506,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,0.07185279275738685,114090
2,한국타이어,2024,Q2,경기소비재,-0.009367340826250105,0.0,0.02546205269366908,0.01979840167061564,-3.3306690738754696e-16,-0.110334699467731,-0.016356297716044466,161390
